model,oof_balanced_accuracy,oof_accuracy,oof_errors,recall_unhealthy,recall_at-risk,recall_fit
experiment_004_base,0.9494387728642187,0.9403510856586407,41163,0.9616450696417435,0.937697553500821,0.9489736954500917
hgbc_exact_value_te,0.9501960945293879,0.9404293365483822,41109,0.9634640704039914,0.9375726718430676,0.949551541341105
crossfit_blend,0.9501511477892435,0.9404076001901207,41124,0.9632388607858083,0.9375625463032498,0.9496520362786725
