model,oof_balanced_accuracy,oof_accuracy,oof_errors,recall_unhealthy,recall_at-risk,recall_fit
experiment_007_hgbc,0.9501960945293879,0.9404293365483822,41109,0.9634640704039914,0.9375726718430676,0.949551541341105
realmlp,0.9505342677747857,0.938897647836218,42166,0.9657334904026055,0.9355138120801065,0.9503555008416451
hgbc_realmlp_crossfit_blend,0.9506450108861356,0.9396729112808802,41631,0.9652310997158894,0.9364740507728319,0.9502298821696857
